id,parent,lat,lon,name,location_type,pm_2.5,temp_f,temp_c,humidity,pressure,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,last_seen,model,adc,rssi,hidden,flagged,downgraded,age,brightness,hardware,version,last_update_check,created,uptime,is_owner,10min_avg,30min_avg,1hour_avg,6hour_avg,1day_avg,1week_avg
54167,,37.756155,-122.436092,Collingwood Hill KCASANFR244,outside,30.66,62.0,16.666666666666668,57.0,1014.29,,,,,,,,,,,,,2020-11-15 18:33:22,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,31.62,29.16,25.64,20.81,14.13,12.73
68591,,37.761748,-122.436229,Collingwood St.,outside,35.24,65.0,18.333333333333336,52.0,1023.35,,,,,,,,,,,,,2020-11-15 18:33:08,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,32.69,29.29,25.6,17.26,11.45,12.12
73727,,38.57391,-121.441676,Coloma,outside,6.16,75.0,23.88888888888889,26.0,1018.57,,,,,,,,,,,,,2020-10-12 02:42:16,PMS5003+PMS5003+BME280,,,False,False,False,49912,,,,,,,False,5.03,3.75,3.42,5.36,16.78,14.91
6378,,40.257704,-79.157929,Colonial Acres,outside,11.36,66.0,18.88888888888889,59.0,951.34,,,,,,,,,,,,,2020-11-15 18:33:57,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,12.66,14.51,14.47,14.85,14.87,10.9
65215,,37.354395,-122.078566,Colonial Oaks,outside,7.68,60.0,15.555555555555557,46.0,1020.83,,,,,,,,,,,,,2020-11-15 18:32:58,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,6.18,5.91,5.53,8.08,8.16,11.19
34443,,35.131959,-85.197164,Colonial Shores,outside,9.47,77.0,25.0,51.0,988.09,,,,,,,,,,,,,2020-11-15 18:33:51,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,10.46,11.9,13.33,12.93,9.06,9.29
74585,,37.399028,-122.111773,Colonnade,outside,19.53,92.0,33.333333333333336,18.0,1024.95,,,,,,,,,,,,,2020-11-15 18:33:47,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,18.16,15.35,12.38,13.1,11.03,10.9
21043,,38.85012,-104.827892,Colorado College Athletics,outside,0.51,56.0,13.333333333333334,16.0,816.35,,,,,,,,,,,,,2020-11-15 18:32:39,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,0.65,0.92,1.07,1.31,2.52,5.47
27457,,33.769882,-118.135047,Colorado Lagoon,outside,16.0,80.0,26.666666666666668,24.0,1020.87,,,,,,,,,,,,,2020-11-15 18:34:20,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,21.96,27.54,32.7,36.27,29.08,24.8
9980,,39.000298,-104.803303,Colorado Springs - The Farm,outside,0.0,57.0,13.88888888888889,17.0,796.29,,,,,,,,,,,,,2020-11-15 18:32:58,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,0.02,0.01,0.01,0.03,0.48,3.19
34779,,30.483832,-84.067775,Coloredhares Farm,outside,5.47,90.0,32.22222222222222,49.0,1013.48,,,,,,,,,,,,,2020-11-15 18:32:59,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,6.14,7.06,9.27,16.42,13.07,8.26
34419,,25.63,-100.3403,Colorines,outside,25.03,84.0,28.88888888888889,39.0,945.57,,,,,,,,,,,,,2020-11-15 18:32:54,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,27.21,28.73,29.9,30.29,27.04,23.28
65741,,37.488707,-122.250102,Colton Avenue,outside,30.19,63.0,17.22222222222222,50.0,1027.33,,,,,,,,,,,,,2020-11-15 18:32:38,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,28.24,19.56,14.17,12.3,11.17,12.61
67951,,37.835406,-122.201082,Colton Blvd / Chambers Lane,outside,20.6,60.0,15.555555555555557,55.0,984.96,,,,,,,,,,,,,2020-11-15 18:34:06,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,17.38,10.58,7.53,7.39,9.88,11.6
63933,,36.591637,-121.90228,Colton out,outside,6.14,64.0,17.77777777777778,44.0,1020.28,,,,,,,,,,,,,2020-11-15 18:33:45,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,5.36,4.98,6.13,12.45,11.68,11.5
67353,,37.725073,-122.058565,Columbia,outside,8.22,63.0,17.22222222222222,47.0,1001.61,,,,,,,,,,,,,2020-11-15 18:34:15,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,9.12,8.37,7.91,12.87,12.56,13.83
25413,,34.683051,-118.080172,Columbia,outside,12.97,64.0,17.77777777777778,23.0,940.89,,,,,,,,,,,,,2020-11-15 18:33:32,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,13.98,16.45,16.97,15.56,14.47,12.19
56479,,47.562666,-122.288318,Columbia City,outside,2.82,56.0,13.333333333333334,56.0,1013.54,,,,,,,,,,,,,2020-11-15 18:33:57,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.59,2.45,2.4,2.78,4.34,9.62
14933,,40.582375,-122.309054,Columbia Elementary School,outside,0.0,64.0,17.77777777777778,49.0,1005.45,,,,,,,,,,,,,2020-11-15 18:34:10,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.0,0.0,0.0,0.0,0.42,17.09
31591,,40.805141,-73.964072,Columbia South,outside,10.3,63.0,17.22222222222222,100.0,1003.85,,,,,,,,,,,,,2020-11-15 18:34:06,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,11.62,10.79,10.25,9.57,10.58,13.02
31565,,40.80931,-73.960046,Columbia University SEAS,outside,9.88,,,,,,,,,,,,,,,,,2020-11-15 18:33:26,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,7.71,7.66,7.89,7.59,7.58,9.17
